"Year","State","Race","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2019","Idaho","HI Native / Pacific Islander","0**","445","0.00**","--","--"
"2019","Idaho","More than One Race","--","6,876","--","--","--"
"2019","Illinois","White","49","852,605","5.75","--","2,394"
"2019","Illinois","Black","10**","181,913","5.50**","--","492"
"2019","Illinois","American Indian / Alaska Native","0**","9,595","0.00**","--","--"
"2019","Illinois","Asian","--","60,497","--","--","--"
"2019","Illinois","HI Native / Pacific Islander","0**","794","0.00**","--","--"
"2019","Illinois","More than One Race","0**","43,174","0.00**","--","--"
"2019","Indiana","White","33","510,469","6.47","--","1,655"
"2019","Indiana","Black","--","73,021","--","--","--"
"2019","Indiana","American Indian / Alaska Native","0**","3,002","0.00**","--","--"
"2019","Indiana","Asian","0**","16,350","0.00**","--","--"
"2019","Indiana","HI Native / Pacific Islander","0**","526","0.00**","--","--"
"2019","Indiana","More than One Race","--","25,818","--","--","--"
"2019","Iowa","White","29","253,190","11.45","--","1,426"
"2019","Iowa","Black","0**","15,540","0.00**","--","--"
"2019","Iowa","American Indian / Alaska Native","0**","1,962","0.00**","--","--"
"2019","Iowa","Asian","0**","7,966","0.00**","--","--"
"2019","Iowa","HI Native / Pacific Islander","0**","591","0.00**","--","--"
"2019","Iowa","More than One Race","0**","11,465","0.00**","--","--"
"2019","Kansas","White","27","230,753","11.70","--","1,328"
"2019","Kansas","Black","--","18,633","--","--","--"
"2019","Kansas","American Indian / Alaska Native","0**","3,794","0.00**","--","--"
"2019","Kansas","Asian","0**","8,393","0.00**","--","--"
"2019","Kansas","HI Native / Pacific Islander","0**","424","0.00**","--","--"
"2019","Kansas","More than One Race","--","16,130","--","--","--"
"2019","Kentucky","White","27","335,278","8.05","--","1,329"
"2019","Kentucky","Black","--","39,189","--","--","--"
"2019","Kentucky","American Indian / Alaska Native","0**","1,175","0.00**","--","--"
"2019","Kentucky","Asian","--","7,347","--","--","--"
"2019","Kentucky","HI Native / Pacific Islander","0**","509","0.00**","--","--"
"2019","Kentucky","More than One Race","0**","15,665","0.00**","--","--"
"2019","Louisiana","White","27","238,972","11.30","--","1,325"
"2019","Louisiana","Black","--","159,197","--","--","--"
"2019","Louisiana","American Indian / Alaska Native","0**","3,459","0.00**","--","--"
"2019","Louisiana","Asian","--","6,992","--","--","--"
"2019","Louisiana","HI Native / Pacific Islander","0**","238","0.00**","--","--"
"2019","Louisiana","More than One Race","0**","12,062","0.00**","--","--"
"2019","Maine","White","10**","96,055","10.41**","--","487"
"2019","Maine","Black","0**","3,018","0.00**","--","--"
"2019","Maine","American Indian / Alaska Native","0**","888","0.00**","--","--"
"2019","Maine","Asian","0**","1,952","0.00**","--","--"
"2019","Maine","HI Native / Pacific Islander","0**","52","0.00**","--","--"
"2019","Maine","More than One Race","0**","3,727","0.00**","--","--"
"2019","Maryland","White","20**","290,487","6.89**","--","974"
"2019","Maryland","Black","--","173,362","--","--","--"
"2019","Maryland","American Indian / Alaska Native","0**","3,577","0.00**","--","--"
"2019","Maryland","Asian","--","34,576","--","--","--"
"2019","Maryland","HI Native / Pacific Islander","0**","509","0.00**","--","--"
"2019","Maryland","More than One Race","0**","29,039","0.00**","--","--"
"2019","Massachusetts","White","14**","441,147","3.17**","--","678"
"2019","Massachusetts","Black","0**","62,309","0.00**","--","--"
"2019","Massachusetts","American Indian / Alaska Native","0**","3,648","0.00**","--","--"
"2019","Massachusetts","Asian","0**","42,050","0.00**","--","--"
"2019","Massachusetts","HI Native / Pacific Islander","0**","795","0.00**","--","--"
"2019","Massachusetts","More than One Race","--","26,010","--","--","--"
"2019","Michigan","White","62","665,372","9.32","--","3,069"
"2019","Michigan","Black","--","137,137","--","--","--"
"2019","Michigan","American Indian / Alaska Native","0**","7,428","0.00**","--","--"
"2019","Michigan","Asian","--","31,649","--","--","--"
"2019","Michigan","HI Native / Pacific Islander","0**","425","0.00**","--","--"
"2019","Michigan","More than One Race","--","43,216","--","--","--"
"2019","Minnesota","White","30","395,474","7.59","--","1,464"
"2019","Minnesota","Black","--","49,522","--","--","--"
"2019","Minnesota","American Indian / Alaska Native","--","9,193","--","--","--"
"2019","Minnesota","Asian","--","30,948","--","--","--"
"2019","Minnesota","HI Native / Pacific Islander","0**","488","0.00**","--","--"
"2019","Minnesota","More than One Race","--","27,190","--","--","--"
"2019","Mississippi","White","17**","151,674","11.21**","--","834"
"2019","Mississippi","Black","--","120,636","--","--","--"
"2019","Mississippi","American Indian / Alaska Native","0**","2,205","0.00**","--","--"
"2019","Mississippi","Asian","--","3,010","--","--","--"
"2019","Mississippi","HI Native / Pacific Islander","0**","185","0.00**","--","--"
"2019","Mississippi","More than One Race","--","6,603","--","--","--"
"2019","Missouri","White","43","432,481","9.94","--","2,108"
"2019","Missouri","Black","--","73,632","--","--","--"
"2019","Missouri","American Indian / Alaska Native","0**","3,085","0.00**","--","--"
"2019","Missouri","Asian","--","11,882","--","--","--"
"2019","Missouri","HI Native / Pacific Islander","0**","1,292","0.00**","--","--"
"2019","Missouri","More than One Race","--","23,920","--","--","--"
"2019","Montana","White","10**","75,097","13.32**","--","490"
"2019","Montana","Black","0**","691","0.00**","--","--"
"2019","Montana","American Indian / Alaska Native","--","9,062","--","--","--"
"2019","Montana","Asian","--","776","--","--","--"
"2019","Montana","HI Native / Pacific Islander","0**","91","0.00**","--","--"
"2019","Montana","More than One Race","--","4,512","--","--","--"
"2019","Nebraska","White","13**","156,103","8.33**","--","628"
"2019","Nebraska","Black","--","11,380","--","--","--"
"2019","Nebraska","American Indian / Alaska Native","0**","3,762","0.00**","--","--"
"2019","Nebraska","Asian","--","4,987","--","--","--"
"2019","Nebraska","HI Native / Pacific Islander","0**","295","0.00**","--","--"
"2019","Nebraska","More than One Race","0**","8,006","0.00**","--","--"
"2019","Nevada","White","14**","192,063","7.29**","--","693"
"2019","Nevada","Black","--","30,979","--","--","--"
"2019","Nevada","American Indian / Alaska Native","0**","5,062","0.00**","--","--"
"2019","Nevada","Asian","--","19,085","--","--","--"
"2019","Nevada","HI Native / Pacific Islander","--","2,594","--","--","--"
"2019","Nevada","More than One Race","--","20,803","--","--","--"
"2019","New Hampshire","White","--","100,832","--","--","--"
"2019","New Hampshire","Black","0**","2,629","0.00**","--","--"
"2019","New Hampshire","American Indian / Alaska Native","0**","316","0.00**","--","--"
"2019","New Hampshire","Asian","0**","3,699","0.00**","--","--"
"2019","New Hampshire","HI Native / Pacific Islander","0**","57","0.00**","--","--"
"2019","New Hampshire","More than One Race","0**","4,006","0.00**","--","--"
"2019","New Jersey","White","20**","545,316","3.67**","--","981"
"2019","New Jersey","Black","--","127,038","--","--","--"
"2019","New Jersey","American Indian / Alaska Native","0**","5,892","0.00**","--","--"
"2019","New Jersey","Asian","0**","75,285","0.00**","--","--"
"2019","New Jersey","HI Native / Pacific Islander","0**","941","0.00**","--","--"
"2019","New Jersey","More than One Race","--","30,068","--","--","--"
"2019","New Mexico","White","24","152,618","15.73","--","1,177"
"2019","New Mexico","Black","--","5,740","--","--","--"
"2019","New Mexico","American Indian / Alaska Native","--","25,261","--","--","--"
"2019","New Mexico","Asian","0**","3,041","0.00**","--","--"
"2019","New Mexico","HI Native / Pacific Islander","0**","358","0.00**","--","--"
"2019","New Mexico","More than One Race","0**","8,005","0.00**","--","--"
"2019","New York","White","53","1,069,135","4.96","--","2,608"
"2019","New York","Black","--","305,319","--","--","--"
"2019","New York","American Indian / Alaska Native","0**","19,864","0.00**","--","--"
"2019","New York","Asian","--","128,769","--","--","--"
"2019","New York","HI Native / Pacific Islander","--","2,437","--","--","--"
"2019","New York","More than One Race","--","66,530","--","--","--"
"2019","North Carolina","White","37","625,045","5.92","--","1,819"
"2019","North Carolina","Black","13**","227,047","5.73**","--","634"
"2019","North Carolina","American Indian / Alaska Native","--","17,551","--","--","--"
"2019","North Carolina","Asian","0**","30,520","0.00**","--","--"
"2019","North Carolina","HI Native / Pacific Islander","0**","1,504","0.00**","--","--"
"2019","North Carolina","More than One Race","--","41,429","--","--","--"
"2019","North Dakota","White","11**","53,265","20.65**","--","540"
"2019","North Dakota","Black","0**","2,273","0.00**","--","--"
"2019","North Dakota","American Indian / Alaska Native","--","5,542","--","--","--"
"2019","North Dakota","Asian","--","924","--","--","--"
"2019","North Dakota","HI Native / Pacific Islander","0**","43","0.00**","--","--"
"2019","North Dakota","More than One Race","--","2,657","--","--","--"
"2019","Ohio","White","78","807,605","9.66","--","3,846"
"2019","Ohio","Black","10**","155,752","6.42**","--","487"
"2019","Ohio","American Indian / Alaska Native","--","2,827","--","--","--"
"2019","Ohio","Asian","0**","25,990","0.00**","--","--"
"2019","Ohio","HI Native / Pacific Islander","0**","887","0.00**","--","--"
"2019","Ohio","More than One Race","0**","49,568","0.00**","--","--"
"2019","Oklahoma","White","37","250,297","14.78","--","1,826"
"2019","Oklahoma","Black","--","31,570","--","--","--"
"2019","Oklahoma","American Indian / Alaska Native","--","43,761","--","--","--"
"2019","Oklahoma","Asian","--","8,232","--","--","--"
"2019","Oklahoma","HI Native / Pacific Islander","0**","963","0.00**","--","--"
"2019","Oklahoma","More than One Race","--","37,449","--","--","--"
"2019","Oregon","White","21","287,031","7.32","--","1,026"
"2019","Oregon","Black","--","9,198","--","--","--"
"2019","Oregon","American Indian / Alaska Native","--","7,823","--","--","--"
"2019","Oregon","Asian","0**","16,042","0.00**","--","--"
"2019","Oregon","HI Native / Pacific Islander","0**","2,072","0.00**","--","--"
"2019","Oregon","More than One Race","--","23,874","--","--","--"
"2019","Pennsylvania","White","60","828,073","7.25","--","2,951"
"2019","Pennsylvania","Black","--","156,736","--","--","--"
"2019","Pennsylvania","American Indian / Alaska Native","0**","5,254","0.00**","--","--"
"2019","Pennsylvania","Asian","0**","43,302","0.00**","--","--"
"2019","Pennsylvania","HI Native / Pacific Islander","0**","982","0.00**","--","--"
"2019","Pennsylvania","More than One Race","--","45,711","--","--","--"
"2019","Rhode Island","White","0**","68,874","0.00**","--","--"
"2019","Rhode Island","Black","0**","9,480","0.00**","--","--"
"2019","Rhode Island","American Indian / Alaska Native","0**","1,171","0.00**","--","--"
"2019","Rhode Island","Asian","--","3,281","--","--","--"
"2019","Rhode Island","HI Native / Pacific Islander","0**","200","0.00**","--","--"
"2019","Rhode Island","More than One Race","0**","4,972","0.00**","--","--"
"2019","South Carolina","White","36","284,229","12.67","--","1,783"
"2019","South Carolina","Black","--","136,932","--","--","--"
"2019","South Carolina","American Indian / Alaska Native","--","2,741","--","--","--"
"2019","South Carolina","Asian","--","8,062","--","--","--"
"2019","South Carolina","HI Native / Pacific Islander","0**","584","0.00**","--","--"
"2019","South Carolina","More than One Race","--","16,929","--","--","--"
"2019","South Dakota","White","12**","63,490","18.90**","--","584"
"2019","South Dakota","Black","--","2,014","--","--","--"
"2019","South Dakota","American Indian / Alaska Native","--","11,214","--","--","--"
"2019","South Dakota","Asian","0**","1,372","0.00**","--","--"
"2019","South Dakota","HI Native / Pacific Islander","0**","65","0.00**","--","--"
"2019","South Dakota","More than One Race","--","3,780","--","--","--"
"2019","Tennessee","White","34","447,910","7.59","--","1,673"
"2019","Tennessee","Black","--","114,855","--","--","--"
"2019","Tennessee","American Indian / Alaska Native","0**","3,041","0.00**","--","--"
"2019","Tennessee","Asian","0**","11,885","0.00**","--","--"
"2019","Tennessee","HI Native / Pacific Islander","0**","773","0.00**","--","--"
"2019","Tennessee","More than One Race","--","22,141","--","--","--"
"2019","Texas","White","198","2,262,059","8.75","--","9,705"
"2019","Texas","Black","19**","388,143","4.90**","--","927"
"2019","Texas","American Indian / Alaska Native","0**","33,805","0.00**","--","--"
"2019","Texas","Asian","11**","134,417","8.18**","--","541"
"2019","Texas","HI Native / Pacific Islander","--","4,649","--","--","--"
"2019","Texas","More than One Race","--","89,917","--","--","--"
"2019","Utah","White","51","329,412","15.48","--","2,480"
"2019","Utah","Black","--","6,095","--","--","--"
"2019","Utah","American Indian / Alaska Native","--","5,687","--","--","--"
"2019","Utah","Asian","--","7,352","--","--","--"
"2019","Utah","HI Native / Pacific Islander","0**","4,378","0.00**","--","--"
"2019","Utah","More than One Race","--","14,361","--","--","--"
"2019","Vermont","White","--","45,957","--","--","--"
"2019","Vermont","Black","--","1,032","--","--","--"
"2019","Vermont","American Indian / Alaska Native","0**","177","0.00**","--","--"
"2019","Vermont","Asian","--","1,371","--","--","--"
"2019","Vermont","HI Native / Pacific Islander","0**","19","0.00**","--","--"
"2019","Vermont","More than One Race","0**","1,963","0.00**","--","--"
"2019","Virginia","White","37","486,299","7.61","--","1,816"
"2019","Virginia","Black","14**","158,438","8.84**","--","685"
"2019","Virginia","American Indian / Alaska Native","0**","4,683","0.00**","--","--"
"2019","Virginia","Asian","0**","52,067","0.00**","--","--"
"2019","Virginia","HI Native / Pacific Islander","0**","932","0.00**","--","--"
"2019","Virginia","More than One Race","--","43,941","--","--","--"
"2019","Washington","White","38","474,663","8.01","--","1,855"
"2019","Washington","Black","--","30,530","--","--","--"
"2019","Washington","American Indian / Alaska Native","--","14,977","--","--","--"
"2019","Washington","Asian","--","53,859","--","--","--"
"2019","Washington","HI Native / Pacific Islander","0**","6,801","0.00**","--","--"
"2019","Washington","More than One Race","--","56,327","--","--","--"
"2019","West Virginia","White","14**","134,077","10.44**","--","689"
"2019","West Virginia","Black","0**","5,678","0.00**","--","--"
"2019","West Virginia","American Indian / Alaska Native","0**","287","0.00**","--","--"
"2019","West Virginia","Asian","0**","1,062","0.00**","--","--"
"2019","West Virginia","HI Native / Pacific Islander","0**","55","0.00**","--","--"
"2019","West Virginia","More than One Race","0**","5,567","0.00**","--","--"
"2019","Wisconsin","White","31","426,167","7.27","--","1,509"
"2019","Wisconsin","Black","--","45,567","--","--","--"
"2019","Wisconsin","American Indian / Alaska Native","--","7,736","--","--","--"
"2019","Wisconsin","Asian","--","18,900","--","--","--"
"2019","Wisconsin","HI Native / Pacific Islander","0**","317","0.00**","--","--"
"2019","Wisconsin","More than One Race","--","21,425","--","--","--"
"2019","Wyoming","White","10**","47,831","20.91**","--","497"
"2019","Wyoming","Black","0**","613","0.00**","--","--"
"2019","Wyoming","American Indian / Alaska Native","--","1,959","--","--","--"
"2019","Wyoming","Asian","0**","410","0.00**","--","--"
"2019","Wyoming","HI Native / Pacific Islander","0**","69","0.00**","--","--"
"2019","Wyoming","More than One Race","0**","1,847","0.00**","--","--"
"2018","Alabama","White","30","285,233","10.52","--","1,470"
"2018","Alabama","Black","--","129,466","--","--","--"
"2018","Alabama","American Indian / Alaska Native","0**","3,290","0.00**","--","--"
"2018","Alabama","Asian","0**","6,910","0.00**","--","--"
"2018","Alabama","HI Native / Pacific Islander","0**","674","0.00**","--","--"
"2018","Alabama","More than One Race","0**","12,172","0.00**","--","--"
"2018","Alaska","White","--","36,681","--","--","--"
"2018","Alaska","Black","0**","2,402","0.00**","--","--"
"2018","Alaska","American Indian / Alaska Native","--","12,896","--","--","--"
"2018","Alaska","Asian","0**","4,582","0.00**","--","--"
"2018","Alaska","HI Native / Pacific Islander","0**","1,418","0.00**","--","--"
"2018","Alaska","More than One Race","--","8,810","--","--","--"
"2018","Arizona","White","53","522,098","10.15","--","2,585"
"2018","Arizona","Black","--","38,803","--","--","--"
"2018","Arizona","American Indian / Alaska Native","16**","44,314","36.11**","--","785"
"2018","Arizona","Asian","--","21,897","--","--","--"
"2018","Arizona","HI Native / Pacific Islander","--","2,046","--","--","--"
"2018","Arizona","More than One Race","--","31,793","--","--","--"
"2018","Arkansas","White","22","209,204","10.52","--","1,092"
"2018","Arkansas","Black","--","50,201","--","--","--"
"2018","Arkansas","American Indian / Alaska Native","0**","2,994","0.00**","--","--"
"2018","Arkansas","Asian","0**","4,465","0.00**","--","--"
"2018","Arkansas","HI Native / Pacific Islander","0**","1,674","0.00**","--","--"
"2018","Arkansas","More than One Race","0**","9,661","0.00**","--","--"
"2018","California","White","113","2,556,569","4.42","--","5,521"
"2018","California","Black","--","233,661","--","--","--"
"2018","California","American Indian / Alaska Native","--","70,826","--","--","--"
"2018","California","Asian","15**","459,657","3.26**","--","722"
"2018","California","HI Native / Pacific Islander","0**","19,031","0.00**","--","--"
"2018","California","More than One Race","15**","219,865","6.82**","--","734"
"2018","Colorado","White","61","426,555","14.30","--","3,007"
"2018","Colorado","Black","--","26,002","--","--","--"
"2018","Colorado","American Indian / Alaska Native","--","9,563","--","--","--"
"2018","Colorado","Asian","--","17,965","--","--","--"
"2018","Colorado","HI Native / Pacific Islander","0**","1,163","0.00**","--","--"
"2018","Colorado","More than One Race","--","27,180","--","--","--"
"2018","Connecticut","White","--","244,679","--","--","--"
"2018","Connecticut","Black","--","45,082","--","--","--"
"2018","Connecticut","American Indian / Alaska Native","0**","2,098","0.00**","--","--"
"2018","Connecticut","Asian","--","16,251","--","--","--"
"2018","Connecticut","HI Native / Pacific Islander","0**","344","0.00**","--","--"
"2018","Connecticut","More than One Race","0**","14,262","0.00**","--","--"
"2018","Delaware","White","--","51,219","--","--","--"
"2018","Delaware","Black","--","22,889","--","--","--"
"2018","Delaware","American Indian / Alaska Native","0**","684","0.00**","--","--"
"2018","Delaware","Asian","--","3,043","--","--","--"
"2018","Delaware","HI Native / Pacific Islander","0**","102","0.00**","--","--"
"2018","Delaware","More than One Race","0**","4,525","0.00**","--","--"
"2018","District of Columbia","White","0**","12,735","0.00**","--","--"
"2018","District of Columbia","Black","--","24,957","--","--","--"
"2018","District of Columbia","American Indian / Alaska Native","0**","283","0.00**","--","--"
"2018","District of Columbia","Asian","0**","1,171","0.00**","--","--"
"2018","District of Columbia","HI Native / Pacific Islander","0**","79","0.00**","--","--"
"2018","District of Columbia","More than One Race","0**","1,523","0.00**","--","--"
"2018","Florida","White","85","1,194,376","7.12","--","4,142"
"2018","Florida","Black","16**","364,565","4.39**","--","777"
"2018","Florida","American Indian / Alaska Native","--","10,033","--","--","--"
"2018","Florida","Asian","--","49,941","--","--","--"
"2018","Florida","HI Native / Pacific Islander","0**","2,189","0.00**","--","--"
"2018","Florida","More than One Race","--","67,498","--","--","--"
"2018","Georgia","White","51","577,642","8.83","--","2,514"
"2018","Georgia","Black","22","357,073","6.16","--","1,094"
"2018","Georgia","American Indian / Alaska Native","0**","6,408","0.00**","--","--"
"2018","Georgia","Asian","--","40,862","--","--","--"
"2018","Georgia","HI Native / Pacific Islander","0**","1,410","0.00**","--","--"
"2018","Georgia","More than One Race","0**","35,775","0.00**","--","--"
"2018","Hawaii","White","0**","17,001","0.00**","--","--"
"2018","Hawaii","Black","0**","1,874","0.00**","--","--"
"2018","Hawaii","American Indian / Alaska Native","0**","290","0.00**","--","--"
"2018","Hawaii","Asian","0**","31,968","0.00**","--","--"
"2018","Hawaii","HI Native / Pacific Islander","0**","14,875","0.00**","--","--"
"2018","Hawaii","More than One Race","--","42,770","--","--","--"
"2018","Idaho","White","28","163,642","17.11","--","1,381"
"2018","Idaho","Black","0**","2,018","0.00**","--","--"
"2018","Idaho","American Indian / Alaska Native","--","3,235","--","--","--"
"2018","Idaho","Asian","0**","2,562","0.00**","--","--"
"2018","Idaho","HI Native / Pacific Islander","0**","451","0.00**","--","--"
"2018","Idaho","More than One Race","--","6,594","--","--","--"
"2018","Illinois","White","53","862,691","6.14","--","2,624"
"2018","Illinois","Black","--","185,530","--","--","--"
"2018","Illinois","American Indian / Alaska Native","0**","9,517","0.00**","--","--"
"2018","Illinois","Asian","--","60,192","--","--","--"
"2018","Illinois","HI Native / Pacific Islander","0**","780","0.00**","--","--"
"2018","Illinois","More than One Race","0**","42,296","0.00**","--","--"
"2018","Indiana","White","55","513,223","10.72","--","2,686"
"2018","Indiana","Black","--","72,722","--","--","--"
"2018","Indiana","American Indian / Alaska Native","0**","2,949","0.00**","--","--"
"2018","Indiana","Asian","--","15,827","--","--","--"
"2018","Indiana","HI Native / Pacific Islander","0**","529","0.00**","--","--"
"2018","Indiana","More than One Race","--","24,943","--","--","--"
"2018","Iowa","White","19**","253,375","7.50**","--","927"
"2018","Iowa","Black","--","14,953","--","--","--"
"2018","Iowa","American Indian / Alaska Native","0**","1,926","0.00**","--","--"
"2018","Iowa","Asian","0**","7,768","0.00**","--","--"
"2018","Iowa","HI Native / Pacific Islander","0**","534","0.00**","--","--"
"2018","Iowa","More than One Race","--","11,032","--","--","--"
"2018","Kansas","White","34","231,517","14.69","--","1,660"
"2018","Kansas","Black","--","18,645","--","--","--"
"2018","Kansas","American Indian / Alaska Native","0**","3,870","0.00**","--","--"
"2018","Kansas","Asian","--","8,405","--","--","--"
"2018","Kansas","HI Native / Pacific Islander","0**","419","0.00**","--","--"
"2018","Kansas","More than One Race","0**","15,672","0.00**","--","--"
"2018","Kentucky","White","33","336,803","9.80","--","1,608"
"2018","Kentucky","Black","0**","38,921","0.00**","--","--"
"2018","Kentucky","American Indian / Alaska Native","0**","1,168","0.00**","--","--"
"2018","Kentucky","Asian","0**","7,185","0.00**","--","--"
"2018","Kentucky","HI Native / Pacific Islander","0**","471","0.00**","--","--"
"2018","Kentucky","More than One Race","0**","14,974","0.00**","--","--"
"2018","Louisiana","White","26","239,776","10.84","--","1,288"
"2018","Louisiana","Black","--","160,106","--","--","--"
"2018","Louisiana","American Indian / Alaska Native","0**","3,530","0.00**","--","--"
"2018","Louisiana","Asian","0**","6,860","0.00**","--","--"
"2018","Louisiana","HI Native / Pacific Islander","0**","242","0.00**","--","--"
"2018","Louisiana","More than One Race","0**","11,448","0.00**","--","--"
"2018","Maine","White","--","97,009","--","--","--"
"2018","Maine","Black","--","2,841","--","--","--"
"2018","Maine","American Indian / Alaska Native","0**","906","0.00**","--","--"
"2018","Maine","Asian","0**","1,932","0.00**","--","--"
"2018","Maine","HI Native / Pacific Islander","0**","54","0.00**","--","--"
"2018","Maine","More than One Race","--","3,564","--","--","--"
"2018","Maryland","White","16**","292,000","5.48**","--","781"
"2018","Maryland","Black","--","174,115","--","--","--"
"2018","Maryland","American Indian / Alaska Native","0**","3,485","0.00**","--","--"
"2018","Maryland","Asian","--","34,125","--","--","--"
"2018","Maryland","HI Native / Pacific Islander","0**","509","0.00**","--","--"
"2018","Maryland","More than One Race","0**","28,121","0.00**","--","--"
"2018","Massachusetts","White","14**","449,001","3.12**","--","688"
"2018","Massachusetts","Black","--","61,680","--","--","--"
"2018","Massachusetts","American Indian / Alaska Native","0**","3,582","0.00**","--","--"
"2018","Massachusetts","Asian","--","41,411","--","--","--"
"2018","Massachusetts","HI Native / Pacific Islander","0**","766","0.00**","--","--"
"2018","Massachusetts","More than One Race","0**","25,296","0.00**","--","--"
"2018","Michigan","White","73","675,602","10.81","--","3,601"
"2018","Michigan","Black","10**","139,650","7.16**","--","497"
"2018","Michigan","American Indian / Alaska Native","0**","7,493","0.00**","--","--"
"2018","Michigan","Asian","--","31,708","--","--","--"
"2018","Michigan","HI Native / Pacific Islander","0**","428","0.00**","--","--"
"2018","Michigan","More than One Race","--","42,177","--","--","--"
"2018","Minnesota","White","31","396,418","7.82","--","1,528"
"2018","Minnesota","Black","--","47,145","--","--","--"
"2018","Minnesota","American Indian / Alaska Native","--","9,040","--","--","--"
"2018","Minnesota","Asian","--","30,444","--","--","--"
"2018","Minnesota","HI Native / Pacific Islander","0**","463","0.00**","--","--"
"2018","Minnesota","More than One Race","--","26,128","--","--","--"
"2018","Mississippi","White","17**","151,909","11.19**","--","830"
"2018","Mississippi","Black","--","121,030","--","--","--"
"2018","Mississippi","American Indian / Alaska Native","0**","2,208","0.00**","--","--"
"2018","Mississippi","Asian","0**","2,993","0.00**","--","--"
"2018","Mississippi","HI Native / Pacific Islander","0**","177","0.00**","--","--"
"2018","Mississippi","More than One Race","--","6,206","--","--","--"
"2018","Missouri","White","66","434,055","15.21","--","3,226"
"2018","Missouri","Black","--","73,961","--","--","--"
"2018","Missouri","American Indian / Alaska Native","0**","3,069","0.00**","--","--"
"2018","Missouri","Asian","--","11,586","--","--","--"
"2018","Missouri","HI Native / Pacific Islander","0**","1,242","0.00**","--","--"
"2018","Missouri","More than One Race","--","22,896","--","--","--"
"2018","Montana","White","13**","74,504","17.45**","--","637"
"2018","Montana","Black","0**","640","0.00**","--","--"
"2018","Montana","American Indian / Alaska Native","--","8,945","--","--","--"
"2018","Montana","Asian","--","755","--","--","--"
"2018","Montana","HI Native / Pacific Islander","0**","83","0.00**","--","--"
"2018","Montana","More than One Race","--","4,280","--","--","--"
"2018","Nebraska","White","11**","156,009","7.05**","--","543"
"2018","Nebraska","Black","0**","11,185","0.00**","--","--"
"2018","Nebraska","American Indian / Alaska Native","--","3,724","--","--","--"
"2018","Nebraska","Asian","0**","4,977","0.00**","--","--"
"2018","Nebraska","HI Native / Pacific Islander","0**","281","0.00**","--","--"
"2018","Nebraska","More than One Race","--","7,666","--","--","--"
"2018","Nevada","White","22","190,267","11.56","--","1,097"
"2018","Nevada","Black","--","29,920","--","--","--"
"2018","Nevada","American Indian / Alaska Native","0**","5,029","0.00**","--","--"
"2018","Nevada","Asian","--","18,829","--","--","--"
"2018","Nevada","HI Native / Pacific Islander","0**","2,509","0.00**","--","--"
"2018","Nevada","More than One Race","0**","19,688","0.00**","--","--"
"2018","New Hampshire","White","12**","102,290","11.73**","--","592"
"2018","New Hampshire","Black","0**","2,537","0.00**","--","--"
"2018","New Hampshire","American Indian / Alaska Native","0**","311","0.00**","--","--"
"2018","New Hampshire","Asian","0**","3,661","0.00**","--","--"
"2018","New Hampshire","HI Native / Pacific Islander","0**","52","0.00**","--","--"
"2018","New Hampshire","More than One Race","0**","3,898","0.00**","--","--"
"2018","New Jersey","White","22","551,935","3.99","--","1,079"
"2018","New Jersey","Black","--","128,380","--","--","--"
"2018","New Jersey","American Indian / Alaska Native","0**","5,736","0.00**","--","--"
"2018","New Jersey","Asian","--","74,321","--","--","--"
"2018","New Jersey","HI Native / Pacific Islander","0**","873","0.00**","--","--"
"2018","New Jersey","More than One Race","--","29,217","--","--","--"
"2018","New Mexico","White","19**","153,151","12.41**","--","941"
"2018","New Mexico","Black","--","5,549","--","--","--"
"2018","New Mexico","American Indian / Alaska Native","--","25,170","--","--","--"
"2018","New Mexico","Asian","--","3,072","--","--","--"
"2018","New Mexico","HI Native / Pacific Islander","0**","358","0.00**","--","--"
"2018","New Mexico","More than One Race","--","7,805","--","--","--"
"2018","New York","White","51","1,086,331","4.70","--","2,485"
"2018","New York","Black","11**","311,816","3.53**","--","547"
"2018","New York","American Indian / Alaska Native","0**","19,916","0.00**","--","--"
"2018","New York","Asian","--","129,301","--","--","--"
"2018","New York","HI Native / Pacific Islander","--","2,418","--","--","--"
"2018","New York","More than One Race","--","65,113","--","--","--"
"2018","North Carolina","White","50","623,877","8.01","--","2,454"
"2018","North Carolina","Black","11**","227,403","4.84**","--","544"
"2018","North Carolina","American Indian / Alaska Native","--","17,536","--","--","--"
"2018","North Carolina","Asian","--","29,333","--","--","--"
"2018","North Carolina","HI Native / Pacific Islander","0**","1,468","0.00**","--","--"
"2018","North Carolina","More than One Race","--","39,820","--","--","--"
"2018","North Dakota","White","--","52,477","--","--","--"
"2018","North Dakota","Black","--","2,188","--","--","--"
"2018","North Dakota","American Indian / Alaska Native","--","5,380","--","--","--"
"2018","North Dakota","Asian","0**","896","0.00**","--","--"
"2018","North Dakota","HI Native / Pacific Islander","0**","39","0.00**","--","--"
"2018","North Dakota","More than One Race","0**","2,513","0.00**","--","--"
"2018","Ohio","White","90","818,334","11.00","--","4,422"
"2018","Ohio","Black","14**","155,214","9.02**","--","695"
"2018","Ohio","American Indian / Alaska Native","0**","2,803","0.00**","--","--"
"2018","Ohio","Asian","0**","25,143","0.00**","--","--"
"2018","Ohio","HI Native / Pacific Islander","0**","820","0.00**","--","--"
"2018","Ohio","More than One Race","0**","47,739","0.00**","--","--"
